MA,FA,Cs,Pb,Sn,Br,Cl,I,Bandgap
0.992687077,0,0,0,1.007606718,0,0,0.997252777,1.241862678
0.995033214,0,0,0,1.006325166,0,0,0.997613246,1.29046437
1.004809292,0,0,0,1.002305212,0,0,0.99985384,1.245185659
1,0,0,0,1,0,0,1,1.3
1,0,0,0,1,0,0,1,1.24
1.001453662,0,0,0,1.004172631,0,0,0.998371317,1.231478313
1.006626695,0,0,0,1.004936566,0,0,0.998284417,1.239130633
1.000451516,0,0,0,1.001374854,0,0,0.998619969,1.297962224
0.993784094,0,0,0,0.997150002,0,0,0.999219172,1.238239096
0.992619404,0,0,0,1.007776865,0,0,0.995483269,1.292107756
0.995108637,0,0,0,0.990666693,0,0,1.000755496,1.242643056
0.995126494,0,0,0,0.990932477,0,0,1.000637689,1.248754576
1.006501857,0,0,0,0.996249534,0,0,1.000081129,1.303299875
0.998943213,0,0,0,1.001042704,0,0,0.997516641,1.246037033
1.003650465,0,0,0,0.991665176,0,0,1.000894017,1.249309748
1.0036241,0,0,0,1.005727767,0,0,0.996386291,1.28924311
1.008020334,0,0,0,0.99134209,0,0,1.001219362,1.292932165
0.997646226,0,0,0,1.00513143,0,0,0.995692743,1.251004592
1.004184502,0,0,0,1.007908177,0,0,0.995293859,1.296584597
0.990449644,0,0,0,0.995078872,0,0,0.997745581,1.290323454
1.006458326,0,0,0,1.008392872,0,0,0.995270661,1.246824882
0.997873871,0,0,0,0.994258145,0,0,0.998541756,1.237693375
1.000987434,0,0,0,0.993004318,0,0,0.999080925,1.298008111
0.999886831,0,0,0,1.008734388,0,0,0.993273547,1.245047102
1.000190386,0,0,0,0.996279099,0,0,0.997027949,1.298010634
0.998012243,0,0,0,1.008396997,0,0,0.992882165,1.303903204
0.997389993,0,0,0,0.996172688,0,0,0.996347652,1.229110287
0.991964225,0,0,0,0.995183063,0,0,0.995926954,1.287419748
0.993661645,0,0,0,0.995826282,0,0,0.99553496,1.292965019
1.003808551,0,0,0,0.996242924,0,0,0.995888636,1.306050733
1.002436442,0,0,0,0.998193231,0,0,0.995065372,1.228853106
0.756888588,0.251155935,0,0,1.009408866,0,0,1.009617278,1.275324769
0.75011488,0.250007398,0,0,1.006284235,0,0,1.009601282,1.271410818
1.004996209,0,0,0,0.992670377,0,0,0.996366614,1.310381468
0.990545885,0,0,0,1.0048661,0,0,0.991022647,1.31128085
0.998333589,0,0,0,1.005255631,0,0,0.991600921,1.28859185
1.000404678,0,0,0,0.991811834,0,0,0.995800626,1.305554169
0.994235082,0,0,0,0.992980179,0,0,0.994751959,1.246504512
0.742797857,0.252172035,0,0,1.000365527,0,0,1.009840005,1.291065382
1.00505391,0,0,0,0.991613985,0,0,0.995213666,1.295282872
1.006137221,0,0,0,1.00816254,0,0,0.990062254,1.243755145
0.998608364,0,0,0,1.005726737,0,0,0.990004761,1.240043396
1.00954514,0,0,0,0.991720089,0,0,0.995168631,1.244181923
0.992115574,0,0,0,0.99667565,0,0,0.991337662,1.241137466
0.996400896,0,0,0,0.999819812,0,0,0.990277455,1.303058493
1.002870844,0,0,0,0.998929843,0,0,0.99099098,1.22960004
0.753150269,0.248828801,0,0,1.000288998,0,0,1.008149865,1.288441986
0.744727834,0.249646049,0,0,1.007313002,0,0,1.005094113,1.275150194
1.00398672,0,0,0,0.997939726,0,0,0.990865336,1.240868572
0.753801359,0.248508662,0,0,1.004595549,0,0,1.005939535,1.271258104
1.001145206,0,0,0,0.990155191,0,0,0.991898769,1.304235222
1.007482363,0,0,0,0.996329509,0,0,0.990468744,1.30538531
0.750527688,0.250440767,0,0,1.004447584,0,0,1.005065318,1.270852124
0.755599272,0.249393517,0,0,1.000256908,0,0,1.006694605,1.271616906
0.75387609,0.248715192,0,0,1.007938274,0,0,1.00350275,1.288001238
0.74797154,0.25163001,0,0,0.991126373,0,0,1.008444453,1.274028489
1.00357355,0,0,0,0.991154647,0,0,0.990645774,1.30708286
0.752819359,0.249487502,0,0,1.003350353,0,0,1.003905264,1.274167476
0.755395717,0.249413194,0,0,0.993912281,0,0,1.00676172,1.280288528
0.744413274,0.251997037,0,0,0.994091897,0,0,1.005907788,1.275009849
0.751151803,0.25001362,0,0,1.008071674,0,0,1.001144337,1.291729667
0.754142789,0.249490544,0,0,0.998806537,0,0,1.004094445,1.273008039
0.745353426,0.251340214,0,0,1.001307349,0,0,1.002147228,1.274598884
0.749558611,0.250261519,0,0,0.991436047,0,0,1.005073972,1.28395591
0.748109543,0.247990014,0,0,0.992410399,0,0,1.004166964,1.287403304
0.750456238,0.249756508,0,0,0.994478185,0,0,1.003684569,1.276590572
0.756044073,0.251228301,0,0,1.005146995,0,0,1.001170537,1.285949104
0.75659069,0.251700138,0,0,1.001844426,0,0,1.002235896,1.272209323
0.748522046,0.252459053,0,0,1.000402653,0,0,1.001770783,1.2872299
0.749564679,0.252023502,0,0,1.009286202,0,0,0.998947482,1.28567053
0.743839293,0.247879737,0,0,0.996647883,0,0,1.001353526,1.286876856
0.753465007,0.250208581,0,0,1.007030493,0,0,0.999382601,1.279153012
0.757336331,0.249764961,0,0,0.99465104,0,0,1.003150791,1.288035031
0.747625247,0.252045539,0,0,1.005461968,0,0,0.999167449,1.271881552
0.752715562,0.250609195,0,0,1.008153582,0,0,0.998327872,1.282778538
0.743109486,0.251382986,0,0,0.993480506,0,0,1.001976097,1.277477019
0.75,0.25,0,0,1,0,0,1,1.28
0.753081362,0.248354746,0,0,1.009610562,0,0,0.997033346,1.267657536
0.755242565,0.248580063,0,0,1.005190005,0,0,0.998658737,1.267561242
0.752280687,0.248857137,0,0,0.995179271,0,0,1.000683806,1.286915787
0.751603011,0.252339198,0,0,0.990118997,0,0,1.002786114,1.277577291
0.748455175,0.252380555,0,0,1.000843778,0,0,0.9990106,1.27280077
0.754533285,0.250111164,0,0,0.994239288,0,0,1.00112506,1.285287063
0.757442932,0.251667374,0,0,0.997202884,0,0,1.000130301,1.289566081
0.750994136,0.250133282,0,0,1.006913693,0,0,0.995768746,1.278465545
0.74549412,0.252061726,0,0,0.999309572,0,0,0.997602569,1.27678411
0.745422474,0.249876956,0,0,1.008797328,0,0,0.994169573,1.287213501
0.751636057,0.252377303,0,0,1.002267064,0,0,0.996732338,1.289145365
0.753147116,0.251742911,0,0,1.002992464,0,0,0.995055771,1.284343576
0.74416382,0.251836088,0,0,1.008711147,0,0,0.991964206,1.270122205
0.751074882,0.251476899,0,0,1.002200039,0,0,0.994374417,1.27181709
0.754195139,0.248307026,0,0,0.998194816,0,0,0.995198552,1.292428146
0.750111375,0.250153164,0,0,0.99398337,0,0,0.995629076,1.279185094
0.497385224,0.497257519,0,0,1.008056222,0,0,1.008256876,1.293790858
0.753341502,0.249380478,0,0,1.002444483,0,0,0.993118497,1.285457901
0.753838155,0.252356545,0,0,1.002337378,0,0,0.993712517,1.291571402
0.498702542,0.495647473,0,0,1.008540289,0,0,1.007824576,1.311471521
0.749685453,0.250832853,0,0,1.007751824,0,0,0.990179661,1.271936895
0.751960182,0.252108793,0,0,1.006932233,0,0,0.990741193,1.272032469
0.751210115,0.249556091,0,0,1.004497393,0,0,0.990864895,1.277004597
0.496334183,0.499489622,0,0,1.001406496,0,0,1.008602385,1.300055522
0.747798122,0.249534427,0,0,1.000933433,0,0,0.990857656,1.276942169
0.746265799,0.250856486,0,0,0.996071646,0,0,0.99208081,1.26923145
0.502966276,0.500020251,0,0,1.000272565,0,0,1.008799432,1.293926329
0.495016888,0.498108436,0,0,1.009064054,0,0,1.003394381,1.293679349
0.497086636,0.50065853,0,0,0.995883559,0,0,1.007530912,1.29747445
0.495787594,0.502620265,0,0,1.006295341,0,0,1.003261897,1.292015632
0.49629348,0.497671092,0,0,1.005505667,0,0,1.002324331,1.290591458
0.495509592,0.501859385,0,0,0.998701744,0,0,1.003765533,1.291745542
0.498097136,0.502782318,0,0,0.996689404,0,0,1.004370722,1.309989895
0.497573594,0.499963034,0,0,0.996595669,0,0,1.00312492,1.308678379
0.495242154,0.499752448,0,0,1.004100496,0,0,1.000411767,1.3114345
0.500460648,0.499067151,0,0,1.003122401,0,0,1.00105072,1.294435342
0.503985398,0.504889172,0,0,1.007886765,0,0,1.000460551,1.311720462
0.499008783,0.496617336,0,0,0.991542533,0,0,1.003317295,1.296067772
0.501141302,0.499629141,0,0,1.008289464,0,0,0.998755675,1.30157144
0.502758105,0.503052225,0,0,0.99064822,0,0,1.004480861,1.290289112
0.500934805,0.497905389,0,0,1.006128353,0,0,0.998314338,1.287720624
0.5,0.5,0,0,1,0,0,1,1.3
0.496155391,0.503853335,0,0,0.997083435,0,0,1.000948951,1.29014586
0.50042029,0.498700326,0,0,1.009154523,0,0,0.996527036,1.303109805
0.499775236,0.503280278,0,0,1.001678122,0,0,0.999426565,1.309370773
0.502685581,0.496202204,0,0,1.00474963,0,0,0.997444211,1.304498858
0.49543943,0.500823241,0,0,0.990435607,0,0,1.001894123,1.304187533
0.502431917,0.501604308,0,0,0.99864199,0,0,1.000148222,1.289704116
0.499710111,0.496368582,0,0,0.998189514,0,0,0.998444811,1.307610108
0.502779957,0.501711243,0,0,0.994337774,0,0,1.00063187,1.299380681
0.502653227,0.502912075,0,0,1.000093418,0,0,0.997734078,1.287807753
0.500746028,0.501279891,0,0,1.005804946,0,0,0.995344677,1.305339352
0.502339651,0.501590738,0,0,0.999350076,0,0,0.996151845,1.298077943
0.498803408,0.497538815,0,0,0.99063992,0,0,0.99766413,1.299363054
0.50327681,0.495944715,0,0,0.996712937,0,0,0.995425372,1.300719629
0.504568759,0.503871034,0,0,0.995071396,0,0,0.997348222,1.300165509
0.247975016,0.743552431,0,0,1.008703235,0,0,1.008329015,1.332624139
0.498720884,0.502712094,0,0,0.990135446,0,0,0.997827664,1.310622791
0.248564894,0.751130153,0,0,1.009641837,0,0,1.009101502,1.34056796
0.49651887,0.504390878,0,0,1.00406286,0,0,0.992864474,1.290782935
0.50393245,0.503235035,0,0,1.000500699,0,0,0.993994443,1.305210416
0.247915269,0.749152806,0,0,1.009628666,0,0,1.007290986,1.327078632
0.501054141,0.499477515,0,0,1.00364381,0,0,0.991122765,1.293976033
0.502496602,0.502838611,0,0,1.004403863,0,0,0.991502251,1.310439828
0.249385209,0.753046513,0,0,1.000785579,0,0,1.009887235,1.327982324
0.24761617,0.752101274,0,0,1.00194288,0,0,1.009123805,1.317100033
0.503242302,0.50276988,0,0,0.993913307,0,0,0.994321442,1.294889166
0.504883649,0.504418849,0,0,1.00860306,0,0,0.990110705,1.301027969
0.251579434,0.742998909,0,0,1.00336167,0,0,1.006838954,1.34189167
0.250644787,0.743271023,0,0,1.007550358,0,0,1.005449925,1.334203133
0.502806329,0.501917747,0,0,0.990795142,0,0,0.994223454,1.293208247
0.49585274,0.503152736,0,0,0.993239355,0,0,0.992923314,1.297612055
0.249007333,0.754344639,0,0,1.001832567,0,0,1.008401488,1.327668399
0.252263225,0.753866442,0,0,1.001446748,0,0,1.008485158,1.341622952
0.251149252,0.74286848,0,0,1.007262254,0,0,1.004572432,1.331600764
0.252400305,0.752810377,0,0,0.995494644,0,0,1.00997612,1.329536264
0.501246303,0.500649813,0,0,0.994642093,0,0,0.991588456,1.28827069
0.25238784,0.745431352,0,0,1.006137887,0,0,1.004900171,1.3229981
0.247977932,0.755718071,0,0,0.99978304,0,0,1.007801676,1.334533471
0.248942458,0.749739385,0,0,0.999807224,0,0,1.006542671,1.318331943
0.248040851,0.755173368,0,0,1.002386813,0,0,1.006389227,1.332757476
0.249748406,0.745827287,0,0,0.998071788,0,0,1.005928855,1.322847916
0.504144258,0.5021155,0,0,0.992021749,0,0,0.99098813,1.290534992
0.25080412,0.753420188,0,0,0.995049369,0,0,1.007614705,1.317900911
0.249875676,0.754483028,0,0,0.992331687,0,0,1.008528047,1.339835341
0.250586433,0.744504012,0,0,0.999474714,0,0,1.004327571,1.329037522
0.249132281,0.752468032,0,0,1.004938641,0,0,1.003592062,1.327078487
0.247983312,0.743016642,0,0,0.99172642,0,0,1.005247442,1.342851407
0.248070565,0.750863297,0,0,1.009654107,0,0,1.000694376,1.334423837
0.248364166,0.75353204,0,0,1.001976869,0,0,1.002924606,1.340588133
0.24914153,0.750937382,0,0,1.008802301,0,0,1.000404082,1.340190962
0.252399967,0.749962698,0,0,0.99505102,0,0,1.004462861,1.324456919
0.249157882,0.743677085,0,0,1.001333433,0,0,1.000835278,1.339636375
0.247583609,0.75228852,0,0,1.007325644,0,0,1.000026163,1.327036045
0.248166856,0.747182635,0,0,1.00402844,0,0,0.999834237,1.316963747
0.247608966,0.755077803,0,0,1.003869801,0,0,1.001176162,1.341643572
0.247826123,0.751159296,0,0,1.005629982,0,0,0.999907133,1.338097009
0.248234045,0.750483599,0,0,0.99636664,0,0,1.002184284,1.335790127
0.248098102,0.753432004,0,0,1.005749606,0,0,0.999522617,1.327544955
0.252413206,0.746487506,0,0,1.000725697,0,0,1.000079674,1.341946382
0.249194166,0.756471852,0,0,1.001891827,0,0,1.000736517,1.317758178
0.247750796,0.749207949,0,0,0.994690149,0,0,1.001523941,1.334193321
0.25,0.75,0,0,1,0,0,1,1.33
0.250909982,0.748161879,0,0,1.00493968,0,0,0.997908163,1.341162537
0.248921614,0.748727617,0,0,1.002177868,0,0,0.997568397,1.33621658
0.251942345,0.751962149,0,0,0.999436935,0,0,0.999021744,1.326289136
0.247565475,0.745902128,0,0,0.995984453,0,0,0.998238796,1.320515921
0.251523653,0.755012923,0,0,0.996227278,0,0,0.999525591,1.320412751
0.249607082,0.751807024,0,0,1.009764191,0,0,0.993740164,1.32883846
0.249039527,0.755691512,0,0,0.99526338,0,0,0.9987899,1.317500065
0.250031843,0.748516453,0,0,0.998837525,0,0,0.996015792,1.331155082
0.251610008,0.757275384,0,0,0.996315806,0,0,0.998461419,1.32153125
0.249313904,0.75478468,0,0,1.007232552,0,0,0.994274448,1.342093836
0.249158195,0.75292985,0,0,0.996415745,0,0,0.996828807,1.317343046
0,0.994013059,0,0,1.008050984,0,0,1.009436775,1.401404563
0.251600941,0.74845357,0,0,0.99125121,0,0,0.997759084,1.342298261
0.251939779,0.748494497,0,0,0.995077236,0,0,0.996316634,1.326754009
0,0.992448599,0,0,1.007483352,0,0,1.008239171,1.39954689
0.252139545,0.756739629,0,0,1.000768498,0,0,0.995142641,1.334855285
0,0.995668305,0,0,1.007097254,0,0,1.008657456,1.412180204
0,0.993315358,0,0,1.007030859,0,0,1.007688354,1.366060036
0.251690867,0.748726971,0,0,1.002221501,0,0,0.992462774,1.324061913
0.252094185,0.754381021,0,0,0.998659321,0,0,0.994588624,1.320187899
0,0.996072308,0,0,1.003775555,0,0,1.008732811,1.412773226
0,1.008196802,0,0,1.008625015,0,0,1.009039613,1.235075107
0.249967033,0.748944387,0,0,0.994865491,0,0,0.993421308,1.325363229
0,1.006365468,0,0,1.006790424,0,0,1.008859592,1.361496309
0,0.992676307,0,0,0.994910713,0,0,1.009875715,1.250861359
0.251769128,0.742625041,0,0,0.990883087,0,0,0.993396481,1.339237172
0,1.009141977,0,0,1.004607866,0,0,1.009634402,1.406091618
0.248447294,0.751895053,0,0,0.996736301,0,0,0.992785795,1.330903733
0,0.99541041,0,0,1.000604225,0,0,1.008258328,1.245335769
0.252399241,0.755027326,0,0,1.000579793,0,0,0.992295579,1.342299276
0.249422073,0.756265234,0,0,0.993275101,0,0,0.994332945,1.336500613
0,0.995203134,0,0,0.99582461,0,0,1.009104567,1.233935592
0,1.000640509,0,0,1.006121076,0,0,1.006822439,1.399621081
0,1.003113203,0,0,1.007515203,0,0,1.006773673,1.239019379
0,0.995983927,0,0,1.006928676,0,0,1.005642516,1.41179836
0,0.992296424,0,0,0.993223453,0,0,1.009108115,1.346762821
0,0.996662055,0,0,1.003266492,0,0,1.006638924,1.366196721
0,1.008548429,0,0,1.009206674,0,0,1.006814785,1.40257895
0,0.997874466,0,0,0.99998283,0,0,1.007709338,1.405236325
0.248712482,0.748852613,0,0,0.998616474,0,0,0.990136272,1.334516364
0,0.995885494,0,0,0.990202386,0,0,1.009977281,1.39173528
0,0.996221565,0,0,0.995604433,0,0,1.008346329,1.353544024
0,0.994125152,0,0,0.999758562,0,0,1.006687597,1.407915664
0,0.993109562,0,0,0.994950356,0,0,1.007890331,1.234211329
0,1.006962471,0,0,0.995990166,0,0,1.009931164,1.40880791
0.251029494,0.746933215,0,0,0.995955972,0,0,0.990340244,1.338419631
0,1.004279719,0,0,0.995249434,0,0,1.00953925,1.410198917
0,1.008729791,0,0,1.005267055,0,0,1.006996311,1.370210074
0,0.991444467,0,0,0.99565118,0,0,1.006898889,1.251501045
0,1.009315483,0,0,1.000639711,0,0,1.008447374,1.367700538
0,1.006730425,0,0,1.006665706,0,0,1.005841443,1.247393459
0,0.997235637,0,0,0.9983054,0,0,1.006653959,1.392748564
0,0.998925783,0,0,0.998654443,0,0,1.006528935,1.2505438
0,1.004167539,0,0,0.992506045,0,0,1.009355075,1.358142842
0,0.994196763,0,0,1.00554774,0,0,1.003499022,1.411172596
0,1.001023694,0,0,0.993222817,0,0,1.008330579,1.247213679
0,1.001209241,0,0,0.998980016,0,0,1.006573955,1.236426721
0,0.993632052,0,0,1.006093164,0,0,1.002905468,1.399517262
0,1.004030708,0,0,0.994591328,0,0,1.00804506,1.391881582
0.248239468,0.757146111,0,0,0.994351588,0,0,0.990352383,1.343012496
0,1.005655867,0,0,0.999158451,0,0,1.006612737,1.232980296
0,1.001984496,0,0,0.997501537,0,0,1.006255521,1.356007905
0,1.009476961,0,0,0.996560759,0,0,1.007826639,1.232325709
0,1.006863304,0,0,0.997578855,0,0,1.00702365,1.393967242
0,1.002049427,0,0,1.006475602,0,0,1.003260255,1.362397323
0,0.994090386,0,0,1.000321974,0,0,1.003649823,1.355607675
0,1.006190733,0,0,1.003909103,0,0,1.004550012,1.235892377
0,0.991045032,0,0,0.990578725,0,0,1.005817448,1.362736393
0,0.996470586,0,0,0.992059408,0,0,1.006220868,1.41203707
0,1.005621676,0,0,1.007880874,0,0,1.002775065,1.358608153
0,0.998352314,0,0,1.008436967,0,0,1.001069285,1.361321546
0,1.004286802,0,0,0.991460575,0,0,1.007276839,1.363285217
0,0.998568717,0,0,1.007298646,0,0,1.001282119,1.409655843
0,1.007088324,0,0,0.990756449,0,0,1.007901085,1.23573031
0,1.003410916,0,0,1.00222335,0,0,1.003581559,1.397349021
0,0.996488423,0,0,1.00006424,0,0,1.002859871,1.401562151
0,0.997177804,0,0,0.996477545,0,0,1.003960097,1.388282362
0,1.009039124,0,0,1.007017742,0,0,1.002751074,1.397850267
0,1.009574211,0,0,1.009936019,0,0,1.001850414,1.367517385
0,1.009728487,0,0,0.99710101,0,0,1.005747279,1.236715056
0,0.996731821,0,0,0.995238517,0,0,1.00393986,1.243939364
0,1.006153035,0,0,0.997588952,0,0,1.004818244,1.242357878
0,0.995588521,0,0,1.001117883,0,0,1.001846983,1.363835038
0,0.991974467,0,0,1.002513251,0,0,1.000705497,1.231887198
0,1.003585584,0,0,0.994355273,0,0,1.005257386,1.39157294
0,0.990747862,0,0,0.998339316,0,0,1.001732503,1.394900498
0,0.99311816,0,0,0.994571235,0,0,1.00288409,1.402439981
0,0.991441344,0,0,0.994029517,0,0,1.002641748,1.239227235
0,0.999151559,0,0,0.995849292,0,0,1.003376537,1.350407476
0,1.003658001,0,0,0.995133805,0,0,1.004300186,1.23103826
0,0.99689646,0,0,1.009376069,0,0,0.998558136,1.36871411
0,0.995707681,0,0,1.000980586,0,0,1.000883081,1.395245673
0,0.996626637,0,0,1.00944404,0,0,0.998417111,1.361866616
0,0.993451809,0,0,0.999866384,0,0,1.000761191,1.252158704
0,0.995319061,0,0,1.006273762,0,0,0.998889523,1.370708133
0,1.000253398,0,0,1.000494766,0,0,1.001447743,1.355474453
0,0.993652593,0,0,1.00195712,0,0,0.999598737,1.394619406
0,1.006060295,0,0,1.002875091,0,0,1.001391179,1.355092198
0,0.992233578,0,0,0.999139685,0,0,1.000074233,1.242111738
0,0.991345919,0,0,0.994785678,0,0,1.001152658,1.392270402
0,0.991843775,0,0,0.994790681,0,0,1.001221894,1.252333771
0,0.992177621,0,0,0.992011405,0,0,1.002099904,1.4054413
0,1.00435837,0,0,0.995074586,0,0,1.003286276,1.405889298
0,1.00807739,0,0,0.993866969,0,0,1.004078979,1.236562267
0,0.996644145,0,0,0.996392871,0,0,1.001200246,1.35129885
0,0.992254723,0,0,1.00166977,0,0,0.99852542,1.352782362
0,0.994697693,0,0,1.008902462,0,0,0.996422007,1.350289995
0,1,0,0,1,0,0,1,1.4
0,1,0,0,1,0,0,1,1.36
0,1,0,0,1,0,0,1,1.24
0,0.998689462,0,0,0.99720123,0,0,1.000324037,1.362807545
0,1.000307797,0,0,1.008475746,0,0,0.996954696,1.389153671
0,1.002186224,0,0,0.994683861,0,0,1.001540422,1.235602753
0,0.995458738,0,0,1.003254336,0,0,0.997699087,1.404301727
0,1.007360599,0,0,0.997381076,0,0,1.001508527,1.41210235
0,0.99615468,0,0,0.994986534,0,0,1.00024803,1.245345211
0,0.996326557,0,0,1.003063664,0,0,0.997747084,1.403178723
0,1.008465708,0,0,0.994287932,0,0,1.002568228,1.229205632
0,1.008161159,0,0,0.993105196,0,0,1.002824123,1.238229277
0,0.995155367,0,0,1.001054256,0,0,0.997827438,1.252032857
0,0.996170938,0,0,0.993100422,0,0,1.000251558,1.409023521
0,0.995143892,0,0,0.993565509,0,0,0.999640412,1.22943441
0,0.990078001,0,0,0.995165959,0,0,0.997856329,1.236453805
0,1.003305095,0,0,0.990947509,0,0,1.00143959,1.230190918
0,0.990871175,0,0,0.992214509,0,0,0.998275126,1.412004717
0,0.998330468,0,0,0.994746622,0,0,0.998575842,1.353581093
0,0.999466667,0,0,0.990867747,0,0,0.999812132,1.404359743
0,1.009003636,0,0,1.001123433,0,0,0.998114869,1.399883664
0,1.002179446,0,0,0.999997714,0,0,0.997184499,1.228183645
0,0.99046077,0,0,1.009913555,0,0,0.991597277,1.388662744
0,0.997517262,0,0,1.009912738,0,0,0.992721624,1.388017712
0,0.993226623,0,0,1.009125908,0,0,0.992186704,1.230879465
0,0.996880947,0,0,0.991354618,0,0,0.998288657,1.367858797
0,1.007813355,0,0,1.007408839,0,0,0.995120606,1.249881271
0,1.006549951,0,0,1.004636611,0,0,0.995600758,1.235270455
0,0.993051439,0,0,1.003139236,0,0,0.993690715,1.237103094
0,1.005023758,0,0,1.002984226,0,0,0.995698356,1.244395709
0,1.009150696,0,0,1.007532684,0,0,0.994958569,1.23761685
0,1.00787767,0,0,0.996630623,0,0,0.998094538,1.406046746
0,0.997894341,0,0,1.008290382,0,0,0.992510819,1.231994351
0,0.993002736,0,0,1.000808602,0,0,0.993938777,1.41156076
0,1.003118293,0,0,1.004796793,0,0,0.994457048,1.229217887
0,0.9912651,0,0,0.995484256,0,0,0.995169395,1.398489589
0,0.99027329,0,0,0.992247421,0,0,0.99595038,1.247320746
0,0.994435067,0,0,1.002211062,0,0,0.993469776,1.361189606
0,0.997352815,0,0,0.990084025,0,0,0.997709059,1.227655646
0,0.99941087,0,0,1.002238253,0,0,0.99402063,1.361496727
0,0.998208431,0,0,1.004085763,0,0,0.992970142,1.397244627
0,0.997769755,0,0,0.995601568,0,0,0.995333647,1.233250429
0,1.001895663,0,0,1.008360832,0,0,0.991919334,1.250251635
0,0.997945755,0,0,0.996720533,0,0,0.994537609,1.4064654
